country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,age_group,house_size_groups
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Remittance Dependent,7,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,1,1
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Informally employed,2,1
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,1,2
Kenya,2018-01-01,Urban,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,3,3
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Self employed,2,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Formally employed Private,2,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Self employed,3,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Primary education,Government Dependent,6,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,2
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Self employed,3,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,1,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Formally employed Government,1,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Widowed,Secondary education,Farming and Fishing,5,1
Kenya,2018-01-01,Urban,True,Male,Child,Single/Never Married,Primary education,Informally employed,1,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,1,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Widowed,Secondary education,Remittance Dependent,2,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,2,1
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Informally employed,3,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Widowed,Secondary education,Informally employed,4,1
Kenya,2018-01-01,Urban,True,Male,Other,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Government Dependent,7,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Married/Living together,Secondary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Primary education,Remittance Dependent,1,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Secondary education,Informally employed,2,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,1,1
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,5,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Married/Living together,Primary education,Self employed,2,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Self employed,2,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,2,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,7,2
Kenya,2018-01-01,Urban,True,Male,Other,Divorced/Seperated,Primary education,Informally employed,6,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Tertiary education,Formally employed Private,2,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,4,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent,1,1
Kenya,2018-01-01,Urban,True,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Urban,True,Male,Child,Single/Never Married,Primary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,No formal education,Informally employed,6,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,3,2
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,1,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,2
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Secondary education,Formally employed Private,1,2
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Male,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Informally employed,3,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Self employed,3,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,2
Kenya,2018-01-01,Urban,True,Female,Other,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,4,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,2,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Self employed,3,1
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,6,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Government,1,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Self employed,4,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,No formal education,Farming and Fishing,2,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,3,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,7,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,1,1
Kenya,2018-01-01,Rural,True,Female,Other,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Male,Head of Household,Single/Never Married,Tertiary education,Self employed,2,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,3,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Married/Living together,Secondary education,Self employed,4,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Self employed,5,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,2,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,7,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Married/Living together,Primary education,Self employed,3,1
Kenya,2018-01-01,Rural,True,Male,Child,Single/Never Married,Primary education,Farming and Fishing,1,2
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Dont Know/Refuse to answer,1,1
Kenya,2018-01-01,Urban,True,Female,Other,Single/Never Married,Primary education,Self employed,1,2
Kenya,2018-01-01,Rural,True,Female,Child,Widowed,Secondary education,Informally employed,2,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,2,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Self employed,2,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Single/Never Married,Primary education,Informally employed,3,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Kenya,2018-01-01,Rural,True,Female,Other,Married/Living together,Secondary education,Informally employed,1,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,No formal education,Farming and Fishing,7,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Self employed,2,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,2,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,2,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Secondary education,Informally employed,3,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,5,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,No formal education,Informally employed,4,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Primary education,Government Dependent,7,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,6,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,9,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Single/Never Married,Primary education,Informally employed,2,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Female,Spouse,Married/Living together,Primary education,Informally employed,2,1
Kenya,2018-01-01,Urban,True,Female,Head of Household,Single/Never Married,Secondary education,Self employed,4,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Other Income,7,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Self employed,3,1
Kenya,2018-01-01,Urban,True,Female,Child,Single/Never Married,Secondary education,Informally employed,1,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,3,1
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,3,2
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,4,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,2
Kenya,2018-01-01,Rural,True,Female,Child,Married/Living together,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Urban,True,Female,Head of Household,Married/Living together,Vocational/Specialised training,Dont Know/Refuse to answer,2,1
Kenya,2018-01-01,Urban,True,Male,Head of Household,Married/Living together,Secondary education,Informally employed,1,1
Kenya,2018-01-01,Rural,True,Male,Other,Single/Never Married,No formal education,Informally employed,2,2
Kenya,2018-01-01,Urban,True,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,1,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,5,2
Kenya,2018-01-01,Rural,True,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,2,2
Kenya,2018-01-01,Rural,True,Female,Head of Household,Widowed,Primary education,Farming and Fishing,6,1
Kenya,2018-01-01,Urban,True,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,1,1
